fain_id,nf_name,pdf_name,rep_type,rep_date,url,download_record
43410,ROCKWOOD AT HAWTHORNE,"Rockwood at Hawthorne (Hx G, CMP, CF, prior D) 8 31 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1283/enforcement letter/2018/Rockwood at Hawthorne (Hx G, CMP, CF, prior D) 8 31 18.pdf",Tue Jun  9 16:05:45 2020
43410,ROCKWOOD AT HAWTHORNE,"Rockwood at Hawthorne (Hx, D prior F) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1283/enforcement letter/2017/Rockwood at Hawthorne (Hx, D prior F) 6 17.pdf",Tue Jun  9 16:05:46 2020
45970,Royal Park Health and Rehabilitation,"Royal Park (J, SUB, CMP, CF) 12 15 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1612/enforcement letter/2017/Royal Park (J, SUB, CMP, CF) 12 15 17.pdf",Tue Jun  9 16:06:03 2020
45970,Royal Park Health and Rehabilitation,"Royal Park (GG, CMP, CF) 09 22 17.pdf",Enforcement Letter,10/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1612/enforcement letter/2017/Royal Park (GG, CMP, CF) 09 22 17.pdf",Tue Jun  9 16:06:04 2020
45970,Royal Park Health and Rehabilitation,"Royal Park Health and Rehab (GG, CMP, CF) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1612/enforcement letter/2017/Royal Park Health and Rehab (GG, CMP, CF) 7 17.pdf",Tue Jun  9 16:06:05 2020
43605,SPOKANE VETERAN'S HOME,"Spokane Veterans Home (Hx D prior GG, CMP) 11 19 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home (Hx D prior GG, CMP) 11 19 19.pdf",Tue Jun  9 16:06:15 2020
43605,SPOKANE VETERAN'S HOME,"Spokane Veterans Home (GG, CMP) 10 04 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home (GG, CMP) 10 04 19.pdf",Tue Jun  9 16:06:17 2020
43605,SPOKANE VETERAN'S HOME,Spokane Veterans Home (Hx D prior E) 7 19 19.pdf,Enforcement Letter,07/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home (Hx D prior E) 7 19 19.pdf,Tue Jun  9 16:06:19 2020
43605,SPOKANE VETERAN'S HOME,"Spokane Veterans Home  (G, CMP, CF) 4 5 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home  (G, CMP, CF) 4 5 19.pdf",Tue Jun  9 16:06:21 2020
43605,SPOKANE VETERAN'S HOME,"Spokane Veterans Home (GG, CMP) 1 17 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home (GG, CMP) 1 17 19.pdf",Tue Jun  9 16:06:23 2020
43605,SPOKANE VETERAN'S HOME,Spokane Veterans Home (Hx D prior G) 2 5 18.pdf,Enforcement Letter,02/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2019/Spokane Veterans Home (Hx D prior G) 2 5 18.pdf,Tue Jun  9 16:06:25 2020
43605,SPOKANE VETERAN'S HOME,"Spokane Veterans Home  (G, CMP) 9 27 2017.pdf",Enforcement Letter,10/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/8807/enforcement letter/2017/Spokane Veterans Home  (G, CMP) 9 27 2017.pdf",Tue Jun  9 16:06:26 2020
43470,SULLIVAN PARK CARE CENTER,"Sullivan Park (G, CMP, CF) 6 27 19.pdf",Enforcement Letter,07/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1345/enforcement letter/2019/Sullivan Park (G, CMP, CF) 6 27 19.pdf",Tue Jun  9 16:06:39 2020
43470,SULLIVAN PARK CARE CENTER,"Sullivan Park (GG, CMP, CF) 8 2 18.pdf",Enforcement Letter,08/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1345/enforcement letter/2018/Sullivan Park (GG, CMP, CF) 8 2 18.pdf",Tue Jun  9 16:06:41 2020
43470,SULLIVAN PARK CARE CENTER,"Sullivan Park (G, CMP, CF) 2 8 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1345/enforcement letter/2018/Sullivan Park (G, CMP, CF) 2 8 18.pdf",Tue Jun  9 16:06:42 2020
43189,Sunshine Health & Rehab,"Sunshine Health and Rehab (G, CMP, CF) 10 2 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1050/enforcement letter/2019/Sunshine Health and Rehab (G, CMP, CF) 10 2 19.pdf",Tue Jun  9 16:06:50 2020
44667,The Gardens on University,"The Gardens at University (Hx, E prior GG) 10 24 19.pdf",Enforcement Letter,11/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/The Gardens at University (Hx, E prior GG) 10 24 19.pdf",Tue Jun  9 16:07:01 2020
44667,The Gardens on University,"Gardens on University (GG, CMP, CF) 9 27 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/Gardens on University (GG, CMP, CF) 9 27 19.pdf",Tue Jun  9 16:07:03 2020
44667,The Gardens on University,"Gardens on University (GG, CMP, CF, prior D) 8 15 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/Gardens on University (GG, CMP, CF, prior D) 8 15 19.pdf",Tue Jun  9 16:07:06 2020
44667,The Gardens on University,"Gardens on University (G, CMP, CF) 4 22 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/Gardens on University (G, CMP, CF) 4 22 19.pdf",Tue Jun  9 16:07:08 2020
44667,The Gardens on University,"Gardens on University (Hx D, prior G) 5 2 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/Gardens on University (Hx D, prior G) 5 2 19.pdf",Tue Jun  9 16:07:10 2020
44667,The Gardens on University,"Gardens on Univeristy (FP, Hx D, prior E, prior D) 12 31 18.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2019/Gardens on Univeristy (FP, Hx D, prior E, prior D) 12 31 18.pdf",Tue Jun  9 16:07:12 2020
44667,The Gardens on University,Gardens on University (Hx E prior E) 11 19 18.pdf,Enforcement Letter,12/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/Gardens on University (Hx E prior E) 11 19 18.pdf,Tue Jun  9 16:07:14 2020
44667,The Gardens on University,The Gardens on University (Hx D prior GG) 9 5 18.pdf,Enforcement Letter,09/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/The Gardens on University (Hx D prior GG) 9 5 18.pdf,Tue Jun  9 16:07:16 2020
44667,The Gardens on University,"Gardens on Univeristy (GG, CMP, CF) 8 13 18.pdf",Enforcement Letter,08/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/Gardens on Univeristy (GG, CMP, CF) 8 13 18.pdf",Tue Jun  9 16:07:18 2020
44667,The Gardens on University,"The Gardens on Univeristy (Hx G, CMP, CF, prior D) 6 19 18.pdf",Enforcement Letter,07/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/The Gardens on Univeristy (Hx G, CMP, CF, prior D) 6 19 18.pdf",Tue Jun  9 16:07:19 2020
44667,The Gardens on University,"Gardens on University (Hx OSFM WAC, prior IJ, R, CMP, CF) 1 29 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/Gardens on University (Hx OSFM WAC, prior IJ, R, CMP, CF) 1 29 18.pdf",Tue Jun  9 16:07:20 2020
44667,The Gardens on University,"Gardens on University (IJ, R, CMP, CF) 1 17 18.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/Gardens on University (IJ, R, CMP, CF) 1 17 18.pdf",Tue Jun  9 16:07:22 2020
44667,The Gardens on University,"Gardens on University (IJ, R, Lift Cond) 1 25 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2018/Gardens on University (IJ, R, Lift Cond) 1 25 17.pdf",Tue Jun  9 16:07:24 2020
44667,The Gardens on University,"Gardens on University (GG, CMP, CF) 12 11 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2017/Gardens on University (GG, CMP, CF) 12 11 17.pdf",Tue Jun  9 16:07:25 2020
44667,The Gardens on University,"The Gardens on University ( HX GG, CMP, CF) 9 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2017/The Gardens on University ( HX GG, CMP, CF) 9 17.pdf",Tue Jun  9 16:07:26 2020
44667,The Gardens on University,"The Gardens on University (GG, CMP, CF) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1566/enforcement letter/2017/The Gardens on University (GG, CMP, CF) 7 17.pdf",Tue Jun  9 16:07:28 2020
43331,TOUCHMARK ON SOUTH HILL,"Touchmark at South Hill (D, Past Non, J) 2 9 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1201/enforcement letter/2018/Touchmark at South Hill (D, Past Non, J) 2 9 18.pdf",Tue Jun  9 16:07:49 2020
43577,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,"Prestige Care - Pinewood Terrace (GG, CMP, CF) 7 19 19.pdf",Enforcement Letter,08/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1457/enforcement letter/2019/Prestige Care - Pinewood Terrace (GG, CMP, CF) 7 19 19.pdf",Tue Jun  9 16:08:03 2020
43577,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,"Prestige Care and Rehab - Pinewood Terrace (G, CMP, CF) 4 26 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1457/enforcement letter/2019/Prestige Care and Rehab - Pinewood Terrace (G, CMP, CF) 4 26 19.pdf",Tue Jun  9 16:08:05 2020
43577,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,"Prestige Care & Rehab- Pinewood Terrace (GG, CMP, CF) 8 15 18.pdf",Enforcement Letter,08/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1457/enforcement letter/2018/Prestige Care & Rehab- Pinewood Terrace (GG, CMP, CF) 8 15 18.pdf",Tue Jun  9 16:08:07 2020
43577,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,"Prestige Pinewood Terrace (Hx GG prior D, CMP, CF) 3 30 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1457/enforcement letter/2018/Prestige Pinewood Terrace (Hx GG prior D, CMP, CF) 3 30 18.pdf",Tue Jun  9 16:08:08 2020
43577,PRESTIGE CARE & REHABILITATION - PINEWOOD TERRACE,"Prestige Care- Pinewood Terrace (3OOC Hx G, prior GG, prior E prior G).pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1457/enforcement letter/2017/Prestige Care- Pinewood Terrace (3OOC Hx G, prior GG, prior E prior G).pdf",Tue Jun  9 16:08:09 2020
45540,Manor Care Health Services - Lacey,Manor Care Lacey (4OOC D prior D prior E prior D) 2 7 2020.pdf,Enforcement Letter,02/2020,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1595/enforcement letter/2020/Manor Care Lacey (4OOC D prior D prior E prior D) 2 7 2020.pdf,Tue Jun  9 16:08:24 2020
45540,Manor Care Health Services - Lacey,Manor Care Lacey (3OOC D prior E prior D) 1 6 2020.pdf,Enforcement Letter,01/2020,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1595/enforcement letter/2020/Manor Care Lacey (3OOC D prior E prior D) 1 6 2020.pdf,Tue Jun  9 16:08:28 2020
45540,Manor Care Health Services - Lacey,Manor Care Health Services - Lacey (Hx F prior D) 12 09 19.pdf,Enforcement Letter,12/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1595/enforcement letter/2019/Manor Care Health Services - Lacey (Hx F prior D) 12 09 19.pdf,Tue Jun  9 16:08:30 2020
45540,Manor Care Health Services - Lacey,Manor Care Lacey (Hx D prior E) 11 16 18.pdf,Enforcement Letter,12/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1595/enforcement letter/2018/Manor Care Lacey (Hx D prior E) 11 16 18.pdf,Tue Jun  9 16:08:32 2020
43695,Olympia Transitional Care and Rehabilitation,Olympia Transitional Care (Past Non G) 1 25 19.pdf,Enforcement Letter,02/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2019/Olympia Transitional Care (Past Non G) 1 25 19.pdf,Tue Jun  9 16:08:39 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional Care (GG, CMP, CF) 5 1 18.pdf",Enforcement Letter,05/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2018/Olympia Transitional Care (GG, CMP, CF) 5 1 18.pdf",Tue Jun  9 16:08:40 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional Care (IJ R, SUB, CMP, CF) 12 15 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2018/Olympia Transitional Care (IJ R, SUB, CMP, CF) 12 15 17.pdf",Tue Jun  9 16:08:41 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2017/Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",Tue Jun  9 16:08:42 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2017/Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",Tue Jun  9 16:08:43 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional (BIC, LIFT SP) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2017/Olympia Transitional (BIC, LIFT SP) 6 17.pdf",Tue Jun  9 16:08:44 2020
43695,Olympia Transitional Care and Rehabilitation,"Olympia Transitional Care (IJ R OSFM SUB, CF, SP) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1511/enforcement letter/2017/Olympia Transitional Care (IJ R OSFM SUB, CF, SP) 6 17.pdf",Tue Jun  9 16:08:45 2020
43206,PROVIDENCE MOTHER JOSEPH CARE CENTER,Providence Mother Joseph (D prior D) 2 28 20.pdf,Enforcement Letter,03/2020,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1067/enforcement letter/2020/Providence Mother Joseph (D prior D) 2 28 20.pdf,Tue Jun  9 16:09:03 2020
43206,PROVIDENCE MOTHER JOSEPH CARE CENTER,Providence Mother Joseph Care Center (Hx G prior D) 9 5 19.pdf,Enforcement Letter,09/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1067/enforcement letter/2019/Providence Mother Joseph Care Center (Hx G prior D) 9 5 19.pdf,Tue Jun  9 16:09:05 2020
43206,PROVIDENCE MOTHER JOSEPH CARE CENTER,"Providence Mother Joseph (GG, CMP, CF) 2 22 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1067/enforcement letter/2019/Providence Mother Joseph (GG, CMP, CF) 2 22 19.pdf",Tue Jun  9 16:09:08 2020
43206,PROVIDENCE MOTHER JOSEPH CARE CENTER,Providence Mother Joseph Care (Hx D prior G) 3 18 19.pdf,Enforcement Letter,03/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1067/enforcement letter/2019/Providence Mother Joseph Care (Hx D prior G) 3 18 19.pdf,Tue Jun  9 16:09:10 2020
43206,PROVIDENCE MOTHER JOSEPH CARE CENTER,"Providence Mother Joseph (GG, CMP, CF) 9 6 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1067/enforcement letter/2017/Providence Mother Joseph (GG, CMP, CF) 9 6 17.pdf",Tue Jun  9 16:09:11 2020
44672,Puget Sound Healthcare Center,Puget Sound Healthcare (Hx D prior F) 3 13 19.pdf,Enforcement Letter,03/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1561/enforcement letter/2019/Puget Sound Healthcare (Hx D prior F) 3 13 19.pdf,Tue Jun  9 16:09:24 2020
43547,Regency Olympia Rehabilitation And Nursing Center,"Regency Olympia (G, CMP, CF) 12 10 18.pdf",Enforcement Letter,12/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1423/enforcement letter/2018/Regency Olympia (G, CMP, CF) 12 10 18.pdf",Tue Jun  9 16:09:36 2020
46129,Roo Lan Health & Rehab,"Roo Lan (Hx D prior G, CMP, CF) 4 2 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1615/enforcement letter/2019/Roo Lan (Hx D prior G, CMP, CF) 4 2 19.pdf",Tue Jun  9 16:09:43 2020
46129,Roo Lan Health & Rehab,"Roo Lan (G, CMP CF) 2 13 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1615/enforcement letter/2019/Roo Lan (G, CMP CF) 2 13 19.pdf",Tue Jun  9 16:09:45 2020
43594,PARK MANOR REHABILITATION CENTER,"Park Manor Rehab (G, CMP, CF) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1476/enforcement letter/2017/Park Manor Rehab (G, CMP, CF) 6 17.pdf",Tue Jun  9 16:09:52 2020
43554,REGENCY AT THE PARK,"Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",Enforcement Letter,11/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1433/enforcement letter/2019/Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",Tue Jun  9 16:09:58 2020
43554,REGENCY AT THE PARK,"Regency at the Park (GG, CMP, CF) 2 21 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1433/enforcement letter/2019/Regency at the Park (GG, CMP, CF) 2 21 19.pdf",Tue Jun  9 16:10:00 2020
43554,REGENCY AT THE PARK,"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1433/enforcement letter/2019/Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",Tue Jun  9 16:10:04 2020
43554,REGENCY AT THE PARK,Regency at the Park (Hx F prior D) 12 6 18.pdf,Enforcement Letter,12/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1433/enforcement letter/2018/Regency at the Park (Hx F prior D) 12 6 18.pdf,Tue Jun  9 16:10:08 2020
43554,REGENCY AT THE PARK,"Regency at The Park (G, CMP, CF) 12 11 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1433/enforcement letter/2017/Regency at The Park (G, CMP, CF) 12 11 17.pdf",Tue Jun  9 16:10:09 2020
42641,WASHINGTON ODD FELLOWS HOME,"WA Odd Fellows Home (GG, CMP, CF) 9 27 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/351/enforcement letter/2019/WA Odd Fellows Home (GG, CMP, CF) 9 27 19.pdf",Tue Jun  9 16:10:21 2020
42641,WASHINGTON ODD FELLOWS HOME,Washington Odd Fellows Home (HX wac prior G) 3 14 19.pdf,Enforcement Letter,03/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/351/enforcement letter/2019/Washington Odd Fellows Home (HX wac prior G) 3 14 19.pdf,Tue Jun  9 16:10:23 2020
42641,WASHINGTON ODD FELLOWS HOME,"WA Odd Fellows Home (G, CMP, CF) 2 19 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/351/enforcement letter/2019/WA Odd Fellows Home (G, CMP, CF) 2 19 19.pdf",Tue Jun  9 16:10:25 2020
42641,WASHINGTON ODD FELLOWS HOME,"WA Odd Fellows Home (GG, CMP, CF) 2 13 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/351/enforcement letter/2018/WA Odd Fellows Home (GG, CMP, CF) 2 13 18.pdf",Tue Jun  9 16:10:27 2020
42641,WASHINGTON ODD FELLOWS HOME,"WA Odd Fellows home (G, CMP, CF) 8 17.pdf",Enforcement Letter,08/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/351/enforcement letter/2017/WA Odd Fellows home (G, CMP, CF) 8 17.pdf",Tue Jun  9 16:10:29 2020
44450,Washington State Walla Walla Veterans Home,WA State Walla Walla (Hx D prior D) 11 18 19.pdf,Enforcement Letter,11/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1548/enforcement letter/2019/WA State Walla Walla (Hx D prior D) 11 18 19.pdf,Tue Jun  9 16:10:38 2020
44450,Washington State Walla Walla Veterans Home,"Wa Walla Walla Veterans Home (G, CMP, CF) 6 4 19.pdf",Enforcement Letter,06/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1548/enforcement letter/2019/Wa Walla Walla Veterans Home (G, CMP, CF) 6 4 19.pdf",Tue Jun  9 16:10:41 2020
44450,Washington State Walla Walla Veterans Home,WA State Walla Walla (D prior D) 2 7 19.pdf,Enforcement Letter,02/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1548/enforcement letter/2019/WA State Walla Walla (D prior D) 2 7 19.pdf,Tue Jun  9 16:10:43 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park (G, CMP, CF) 1 3 20.pdf",Enforcement Letter,01/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2020/Alderwood Park (G, CMP, CF) 1 3 20.pdf",Tue Jun  9 16:10:54 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park Health and Rehab (OOC, Hx D prior D) 6 27 19.pdf",Enforcement Letter,07/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2019/Alderwood Park Health and Rehab (OOC, Hx D prior D) 6 27 19.pdf",Tue Jun  9 16:10:56 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park Health and Rehab (GG, CMP, CF) 6 14 18.pdf",Enforcement Letter,06/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park Health and Rehab (GG, CMP, CF) 6 14 18.pdf",Tue Jun  9 16:10:59 2020
45957,Alderwood Park Health and Rehabilitation,Alderwood Park (BIC - Lift SP) 5 9 18 .pdf,Enforcement Letter,05/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park (BIC - Lift SP) 5 9 18 .pdf,Tue Jun  9 16:10:59 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park (3OOC, Hx D prior Failed Post, CI, IJ R, SUB, Cont SP, Cond, CF, CMP) 3 26 18.pdf",Enforcement Letter,04/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park (3OOC, Hx D prior Failed Post, CI, IJ R, SUB, Cont SP, Cond, CF, CMP) 3 26 18.pdf",Tue Jun  9 16:11:01 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park (Failed Post, CI, IJ R, SUB, Cont SP, Cond, CF, CMP) 1 4 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park (Failed Post, CI, IJ R, SUB, Cont SP, Cond, CF, CMP) 1 4 18.pdf",Tue Jun  9 16:11:02 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park Health and Rehabilitation (Hx, G, prior G, CMP, Cont SP) 1 25 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park Health and Rehabilitation (Hx, G, prior G, CMP, Cont SP) 1 25 18.pdf",Tue Jun  9 16:11:03 2020
45957,Alderwood Park Health and Rehabilitation,"Alderwood Park Health and Rehabilitation (G, CMP, Cont SP) 1 4 18.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1598/enforcement letter/2018/Alderwood Park Health and Rehabilitation (G, CMP, Cont SP) 1 4 18.pdf",Tue Jun  9 16:11:04 2020
43580,AVAMERE BELLINGHAM HEALTH CARE & REHABILITATION,"Avamere Bellingham (Lift Sp, BIC) 3 23 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1460/enforcement letter/2020/Avamere Bellingham (Lift Sp, BIC) 3 23 20.pdf",Tue Jun  9 16:11:15 2020
43580,AVAMERE BELLINGHAM HEALTH CARE & REHABILITATION,"Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",Enforcement Letter,02/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1460/enforcement letter/2020/Avamere Bellingham (Ij, R, Sp, Sub, CMP, CF) 2 10 20.pdf",Tue Jun  9 16:11:17 2020
