pdf_name,page,image_based,letter_dt,survey_dt,survey_type,vendor_num,fed_num,aem_num,action,fed_enforcement,nc_hist,epoc,state_rem,appeal_rights,finding_code,finding_desc,wac_long,wac_short,subchp_num,subchp_name,section,section_desc,cmp_item,cmp_agg
"Wesley Homes (Hx GG, prior D, CF, CMP, CF) 7 9 20.pdf",3,FALSE,7/22/20,7/9/20,unannounced complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Wesley Homes (Hx GG, prior D, CF, CMP, CF) 7 9 20.pdf",4,FALSE,7/22/20,7/9/20,unannounced complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Wesley Homes (Hx GG, prior D, CF, CMP, CF) 7 9 20.pdf",5,FALSE,7/22/20,7/9/20,unannounced complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Advanced Post Acute (G, CMP, CF) 8 7 20.pdf",1,FALSE,8/12/20,8/7/20,unannounced complaint investigation ,4115441,505355,WAGPSI,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Advanced Post Acute (G, CMP, CF) 8 7 20.pdf",2,FALSE,8/12/20,8/7/20,unannounced complaint investigation ,4115441,505355,WAGPSI,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,2000,
"Advanced Post Acute (G, CMP, CF) 8 7 20.pdf",3,FALSE,8/12/20,8/7/20,unannounced complaint investigation ,4115441,505355,WAGPSI,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Advanced Post Acute (G, CMP, CF) 8 7 20.pdf",4,FALSE,8/12/20,8/7/20,unannounced complaint investigation ,4115441,505355,WAGPSI,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
"Advanced Post Acute (G, CMP, CF) 8 7 20.pdf",5,FALSE,8/12/20,8/7/20,unannounced complaint investigation ,4115441,505355,WAGPSI,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avalon Care Center (Level G - Rec Fed CMP ) 7 31 20.pdf,1,FALSE,8/14/20,7/31/20,unannounced complaint investigation ,4113551,505510,60UD11,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
Avalon Care Center (Level G - Rec Fed CMP ) 7 31 20.pdf,2,FALSE,8/14/20,7/31/20,unannounced complaint investigation ,4113551,505510,60UD11,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avalon Care Center (Level G - Rec Fed CMP ) 7 31 20.pdf,3,FALSE,8/14/20,7/31/20,unannounced complaint investigation ,4113551,505510,60UD11,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060,388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avalon Care Center (Level G - Rec Fed CMP ) 7 31 20.pdf,4,FALSE,8/14/20,7/31/20,unannounced complaint investigation ,4113551,505510,60UD11,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
Avalon Care Center (Level G - Rec Fed CMP ) 7 31 20.pdf,5,FALSE,8/14/20,7/31/20,unannounced complaint investigation ,4113551,505510,60UD11,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Crescent Health Care (Covid F) 8 17 20.pdf,1,FALSE,8/26/20,8/17/20,infection control focus survey and abbreviated complaint investigation ,4113916,505085,WAG21S,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,F,widespread deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
Crescent Health Care (Covid F) 8 17 20.pdf,2,FALSE,8/26/20,8/17/20,infection control focus survey and abbreviated complaint investigation ,4113916,505085,WAG21S,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Crescent Health Care (Covid F) 8 17 20.pdf,3,FALSE,8/26/20,8/17/20,infection control focus survey and abbreviated complaint investigation ,4113916,505085,WAG21S,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,
Crescent Health Care (Covid F) 8 17 20.pdf,4,FALSE,8/26/20,8/17/20,infection control focus survey and abbreviated complaint investigation ,4113916,505085,WAG21S,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Crescent Health Care (Covid F) 8 17 20.pdf,5,FALSE,8/26/20,8/17/20,infection control focus survey and abbreviated complaint investigation ,4113916,505085,WAG21S,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",1,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,L,Widespread deficiencies constituting immediate jeopardy to resident health and safety,,,,,,,,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",2,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",3,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,388-97-1320(1)(a)(b)(2)(a)(b),388-97-1320,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Infection Control,Infection control.,3000,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",4,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,TRUE,FALSE,FALSE,TRUE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",5,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,3000
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",6,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Franklin Hills (Covid L, CMP, Cont cond, cont SP, hx prior F, CF) 8 7 20.pdf",7,FALSE,8/20/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4115651,505024,WASFVQ,IMPOSITION OF A DIRECTED PLAN OF CORRECTION CONTINUED STOP PLACEMENT AND CONTINUED CONDITIONS IMPOSED ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Franklin Hills Notice of DPOC.pdf,1,FALSE,8/20/20,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Lynnwod Post Acute (Hx D, prior IJ civil fine).pdf",1,FALSE,8/25/20,8/11/20,complaint investigation ,4114788,505434,WAFILR,,FALSE,TRUE,FALSE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Lynnwod Post Acute (Hx D, prior IJ civil fine).pdf",2,FALSE,8/25/20,8/11/20,complaint investigation ,4114788,505434,WAFILR,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Lynnwod Post Acute (Hx D, prior IJ civil fine).pdf",3,FALSE,8/25/20,8/11/20,complaint investigation ,4114788,505434,WAFILR,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Lynnwod Post Acute (Hx D, prior IJ civil fine).pdf",4,FALSE,8/25/20,8/11/20,complaint investigation ,4114788,505434,WAFILR,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",1,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",2,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",3,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,TRUE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",4,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,TRUE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",5,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Mira Vista (3 OOC Covid E prior G prior D, CMP) 8 5 20.pdf",6,FALSE,8/12/20,8/5/20,infection control focus survey and abbreviated complaint investigation ,4115241,505315,WAH4BL,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Prestige Post Acute - Centralia (GG, CF, CMP) 8 18 20.pdf",1,FALSE,8/28/20,8/18/20,unannounced complaint investigation ,4114696,505373,WAFSYE,IMPOSITION OF CIVIL FINES,TRUE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Prestige Post Acute - Centralia (GG, CF, CMP) 8 18 20.pdf",2,FALSE,8/28/20,8/18/20,unannounced complaint investigation ,4114696,505373,WAFSYE,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Prestige Post Acute - Centralia (GG, CF, CMP) 8 18 20.pdf",3,FALSE,8/28/20,8/18/20,unannounced complaint investigation ,4114696,505373,WAFSYE,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Prestige Post Acute - Centralia (GG, CF, CMP) 8 18 20.pdf",4,FALSE,8/28/20,8/18/20,unannounced complaint investigation ,4114696,505373,WAFSYE,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Prestige Post Acute-Edmonds Amended (DPOC, F, 45 day DDPNA) 8 3 20.pdf",1,FALSE,8/13/20,7/21/20,infection control focus survey and abbreviated complaint investigation ,4115571,505527,WAMIHC,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Prestige Post Acute-Edmonds Amended (DPOC, F, 45 day DDPNA) 8 3 20.pdf",2,FALSE,8/13/20,7/21/20,infection control focus survey and abbreviated complaint investigation ,4115571,505527,WAMIHC,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
"Prestige Post Acute-Edmonds Amended (DPOC, F, 45 day DDPNA) 8 3 20.pdf",3,FALSE,8/13/20,7/21/20,infection control focus survey and abbreviated complaint investigation ,4115571,505527,WAMIHC,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Prestige Post Acute-Edmonds Amended (DPOC, F, 45 day DDPNA) 8 3 20.pdf",4,FALSE,8/13/20,7/21/20,infection control focus survey and abbreviated complaint investigation ,4115571,505527,WAMIHC,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Prestige Post Acute-Edmonds Amended (DPOC, F, 45 day DDPNA) 8 3 20.pdf",5,FALSE,8/13/20,7/21/20,infection control focus survey and abbreviated complaint investigation ,4115571,505527,WAMIHC,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",1,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,K,a pattern of deficiencies that constitute immediate jeopardy to resident health and safety,,,,,,,,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",2,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",3,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,388-97-0640(1),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,3000,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",3,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",4,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",5,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,6000
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",6,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Providence Mount St Vincent (K, DPOC, CMP, CF) 8 4 20.pdf",7,FALSE,8/14/20,8/4/20,covid focus and abbreviated complaint investigation ,4107702,505182,WA23O9,IMPOSITION OF A DIRECTED PLAN OF CORRECTION IMPOSITION OF A CIVIL FINE ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",1,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",2,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",3,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,TRUE,TRUE,FALSE,TRUE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",4,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",5,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"WA Care Center (HX E, DPOC, prior D) 8 7 20.pdf",6,FALSE,8/18/20,8/7/20,infection control focus survey and abbreviated complaint investigation ,4116131,505017,WACPOP,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",1,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",2,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",3,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,TRUE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",4,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",5,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Wesley Homes (Hx Covid E prior G, prior D) 8 18 20.pdf",6,FALSE,8/26/20,8/18/20,infection control focus survey and abbreviated complaint investigation ,4113825,505475,WAGEQT,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Alaska_Gardens_Health_and_Rehabilitation_Center_February_6_2017_letter_0.pdf,1,FALSE,2/6/17,1/23/17,complaint investigation ,4113973,505483,WADH37,,FALSE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
Alaska_Gardens_Health_and_Rehabilitation_Center_February_6_2017_letter_0.pdf,2,FALSE,2/6/17,1/23/17,complaint investigation ,4113973,505483,WADH37,,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Alaska_Gardens_Health_and_Rehabilitation_Center_February_6_2017_letter_0.pdf,3,FALSE,2/6/17,1/23/17,complaint investigation ,4113973,505483,WADH37,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
Alaska_Gardens_Health_and_Rehabilitation_Center_February_6_2017_letter_0.pdf,4,FALSE,2/6/17,1/23/17,complaint investigation ,4113973,505483,WADH37,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
Alaska_Gardens_Health_and_Rehabilitation_Center_February_6_2017_letter_0.pdf,5,FALSE,2/6/17,1/23/17,complaint investigation ,4113973,505483,WADH37,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Avamere_Rehabilitation_of_Cascade_Park_February_28_2017_letter_1.pdf,1,FALSE,2/28/17,2/14/17,full standard health survey ,4115081,505389,WAPDOW,,FALSE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
Avamere_Rehabilitation_of_Cascade_Park_February_28_2017_letter_1.pdf,2,FALSE,2/28/17,2/14/17,full standard health survey ,4115081,505389,WAPDOW,,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
Avamere_Rehabilitation_of_Cascade_Park_February_28_2017_letter_1.pdf,3,FALSE,2/28/17,2/14/17,full standard health survey ,4115081,505389,WAPDOW,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
Avamere_Rehabilitation_of_Cascade_Park_February_28_2017_letter_1.pdf,4,FALSE,2/28/17,2/14/17,full standard health survey ,4115081,505389,WAPDOW,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
Avamere_Rehabilitation_of_Cascade_Park_February_28_2017_letter_1.pdf,5,FALSE,2/28/17,2/14/17,full standard health survey ,4115081,505389,WAPDOW,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Bremerton_Convalescent_and_Rehabilitation_Center_January_20_2017_letter_2.pdf,1,FALSE,1/20/17,1/10/17,complaint investigation ,4115211,505123,WA1909,,FALSE,TRUE,FALSE,FALSE,FALSE,K,pattern of deficiencies constituting immediate jeopardy to resident health and safety,,,,,,,,
Bremerton_Convalescent_and_Rehabilitation_Center_January_20_2017_letter_2.pdf,2,FALSE,1/20/17,1/10/17,complaint investigation ,4115211,505123,WA1909,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Bremerton_Convalescent_and_Rehabilitation_Center_January_20_2017_letter_2.pdf,3,FALSE,1/20/17,1/10/17,complaint investigation ,4115211,505123,WA1909,,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,
Bremerton_Convalescent_and_Rehabilitation_Center_January_20_2017_letter_2.pdf,4,FALSE,1/20/17,1/10/17,complaint investigation ,4115211,505123,WA1909,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Bremerton_Convalescent_and_Rehabilitation_Center_January_20_2017_letter_3.pdf,1,FALSE,1/20/17,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Burien_Nursing_and_Rehabilitation_March_9_2017_letter_4.pdf,1,FALSE,3/9/17,2/24/17,complaint investigation ,4114153,505252,WAQPTH,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
Burien_Nursing_and_Rehabilitation_March_9_2017_letter_4.pdf,2,FALSE,3/9/17,2/24/17,complaint investigation ,4114153,505252,WAQPTH,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
Burien_Nursing_and_Rehabilitation_March_9_2017_letter_4.pdf,3,FALSE,3/9/17,2/24/17,complaint investigation ,4114153,505252,WAQPTH,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-0320(1)(b)(c),388-97-0320,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Notification of changes.,1500,
Burien_Nursing_and_Rehabilitation_March_9_2017_letter_4.pdf,3,FALSE,3/9/17,2/24/17,complaint investigation ,4114153,505252,WAQPTH,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1020(1)(2)(a),388-97-1020,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Assessment and Plan of Care,Comprehensive plan of care.,1500,
